index,id,mandate_m,usage,pred,score0,score1
1353,@1428595635385741313,1,train,1,-2.8025997,3.015353
1712,@1413292314085240834,0,train,0,3.062134,-3.242056
2477,@1439975675457323017,0,train,0,3.054288,-3.251032
218,@1480858712042610688,0,train,0,2.9789968,-3.1662216
612,@1482738255300685824,0,train,0,3.0843413,-3.2706745
3343,@1465877518704021505,0,train,0,3.0622096,-3.25083
1479,@1441795602510225409,0,train,0,3.022327,-3.1962764
1803,@1448549971825885185,1,train,1,-2.7909043,3.04104
2853,@1487855719168856073,1,train,1,-2.801552,3.0585797
410,@1445921701355823105,0,train,0,3.0814207,-3.2916396
2903,@1419132449204834313,0,train,0,2.8932178,-3.0645072
2539,@1437313550222073856,0,train,0,3.0312455,-3.2162573
368,@1480026488518975489,0,train,0,3.0736997,-3.2509482
537,@1427837914461863940,0,train,0,3.057408,-3.2060244
2207,@1417202665721827328,0,train,0,3.0789466,-3.2255795
1875,@1420635736626196480,0,train,0,3.0476067,-3.2280006
456,@1442600500969582599,0,train,0,3.0847945,-3.2676628
1088,@1470882150283153424,1,train,1,-2.8148398,3.0795815
2617,@1432487115254747136,1,train,1,-2.8345191,3.0814645
2406,@1432056642527383557,0,train,0,3.039423,-3.2374985
3055,@1478148139974492160,0,train,0,3.0007617,-3.1742299
544,@1458136570741944321,1,train,1,-2.6504433,2.8670008
938,@1430550750996926467,0,train,0,3.0725505,-3.2295177
2180,@1470228806241865730,0,train,0,3.047042,-3.203943
229,@1422093655477604352,0,train,0,3.0162382,-3.1934917
2701,@1416156657478889474,1,train,1,-2.836501,3.0852563
2171,@1441320993880870918,0,train,0,3.0495563,-3.1838217
1086,@1491556529761259522,1,train,1,-2.821942,3.0342
2219,@1453911645005271046,0,train,0,3.043045,-3.2297757
3256,@1438063619472830466,0,train,0,2.9999506,-3.1628964
3259,@1417935426145243143,0,train,0,3.0523746,-3.2197058
2672,@1430544799187099664,0,train,0,3.069919,-3.2474349
1063,@1424827086229803026,1,train,1,-1.5052134,1.7726021
1280,@1423475302160748545,0,train,0,2.9978888,-3.1295094
3136,@1425590588431233024,1,train,1,-2.8267026,3.0837991
3300,@1457401709177839625,0,train,0,3.0632288,-3.2334087
1668,@1467883038675808267,1,train,1,-2.822972,3.0699139
3106,@1446025915037851650,0,train,0,3.0531776,-3.2497745
998,@1465902338787495937,0,train,0,3.0686328,-3.2352016
2155,@1425392355117441029,0,train,0,3.0380244,-3.2424455
188,@1459114303793942533,1,train,1,-2.8009002,3.053273
1687,@1435147200896684032,1,train,1,-2.8295748,3.0772412
1413,@1485691589422841858,0,train,0,3.052963,-3.258873
2856,@1436545210704617472,1,train,1,-2.8083646,3.0631194
3200,@1436199088882688002,1,train,1,-2.7803602,3.035516
464,@1471921172346544130,0,train,0,3.0810215,-3.26519
2991,@1478215615471095808,1,train,1,-2.7726986,3.0263898
3118,@1442629022043738112,0,train,0,3.0336304,-3.2282894
550,@1458514806525382658,0,train,0,2.9777107,-3.1393611
771,@1497931854355206146,0,train,0,2.9465525,-3.0821354
851,@1418991150380339206,0,train,0,2.787494,-2.8975086
436,@1441511513332846594,0,train,0,3.0734124,-3.2558763
3199,@1488867133584928772,0,train,0,2.9702754,-3.0938542
192,@1452952413774794759,0,train,0,3.0804305,-3.2722423
3409,@1480982348820885504,0,train,0,3.0594282,-3.2478778
30,@1491807811021557760,0,train,0,3.0318089,-3.179344
1213,@1453251281951281157,0,train,0,3.0788872,-3.266898
1639,@1430347546451398658,0,train,0,3.0574746,-3.2292802
2601,@1424103279475269634,0,train,0,3.075648,-3.262967
142,@1440687901256286211,1,train,1,-2.82429,3.079755
2650,@1478324587427291138,1,train,1,-2.6755936,2.9283273
2464,@1437777358702927886,1,train,1,-2.8444655,3.087013
1814,@1431429153581158402,1,train,1,-2.8272989,3.077776
2115,@1473851374794387463,0,train,0,3.0453026,-3.1940513
2702,@1480524704721035267,0,train,0,3.0471451,-3.2367244
2280,@1412300649543344132,1,train,1,-2.821955,3.0787756
1287,@1431318966195027969,0,train,0,3.0748594,-3.2646885
2812,@1434526962698051591,1,train,1,-2.7941716,3.0305355
1158,@1459154241122185218,0,train,0,3.046652,-3.247453
2734,@1433077374032166916,0,train,0,2.9080212,-3.0969417
2363,@1436721101787353097,1,train,1,-2.8080409,3.0554588
2159,@1419779523185418245,0,train,0,3.0700138,-3.2523272
1819,@1497270470135226371,0,train,0,3.0685701,-3.2397966
2297,@1449026057751957518,1,train,1,-2.6821454,2.8804905
442,@1428015611016359941,0,train,0,3.0366905,-3.1784089
1751,@1469382359854243845,1,train,1,-2.7095404,2.9609776
3379,@1439005261390307329,0,train,0,3.0477598,-3.2326267
1435,@1465388482071711745,0,train,0,2.9765282,-3.1619506
308,@1417034021196812290,1,train,1,-2.6999662,2.961456
2767,@1452622879653351431,0,train,0,3.08116,-3.2764618
525,@1445788910391595011,0,train,0,3.071585,-3.2631378
1045,@1478132863082061825,0,train,0,3.079016,-3.2734706
774,@1418002813498519554,0,train,0,3.0148537,-3.152446
695,@1428731204623294464,0,train,0,3.0529118,-3.2353783
1197,@1440717953079468040,1,train,1,-2.8161833,3.0423303
2211,@1438585718251692033,0,train,0,3.043618,-3.2043614
2520,@1449744741176778758,0,train,0,3.0423186,-3.2280304
850,@1464592163568820225,1,train,1,-2.8215206,3.0658133
691,@1420841932146855936,0,train,0,3.0172064,-3.2103996
2186,@1425034317533794327,0,train,0,3.053682,-3.221005
1833,@1429227309643542529,0,train,0,3.0714662,-3.2701094
783,@1451443527179776055,0,train,0,3.0503685,-3.199054
670,@1471128671616483337,0,train,0,3.06612,-3.245524
3017,@1414413410826133508,0,train,0,3.065767,-3.2736843
600,@1474542238449479686,0,train,0,3.0703676,-3.2371535
447,@1435975061509484545,1,train,1,-2.8470752,3.0641615
2043,@1473991040533159944,0,train,0,3.0441537,-3.2083306
412,@1432681935659278338,0,train,0,3.0764253,-3.2498422
369,@1417824138257907713,0,train,0,2.9748304,-3.152548
1037,@1486791618556571657,0,train,0,3.0665467,-3.2530332
2628,@1493658870279032833,0,train,0,3.0676935,-3.215262
1426,@1478191189614551041,0,train,0,3.083317,-3.294551
271,@1470468089774895106,0,train,0,3.0724673,-3.25413
1552,@1472264035684990996,1,train,0,2.9780316,-3.1550748
293,@1465437043291422722,0,train,0,3.042664,-3.1902478
2568,@1450017785388675072,0,train,0,2.924453,-3.0799482
2165,@1417667043382468609,0,train,0,3.0719225,-3.2176096
2093,@1489147539601375235,0,train,0,3.0640695,-3.2500787
2679,@1464264818588848147,0,train,0,3.0307014,-3.213392
1220,@1437879412712566786,0,train,0,3.0772665,-3.2697399
116,@1455068285553111045,1,train,1,-2.7906296,3.0437694
1759,@1441462442861731842,1,train,1,-2.790453,3.003931
1625,@1443013169295859719,0,train,0,3.043585,-3.2175148
3324,@1478261093218885632,1,train,1,-2.8361616,3.0831406
424,@1431575080367181829,1,train,1,-2.7332902,3.0104554
917,@1427182604730597378,0,train,0,3.0149946,-3.2139785
1554,@1441272907120873478,0,train,0,3.0584145,-3.2489362
326,@1488431976717729797,0,train,0,2.185169,-2.3659565
3061,@1413192439234449410,1,train,1,-2.8517654,3.081162
2838,@1449713749615599628,0,train,0,3.086991,-3.2815635
1246,@1429576452492591105,0,train,0,3.0487254,-3.2015595
1618,@1438512806446321673,1,train,1,-2.7635498,2.9869745
863,@1425564874013233153,0,train,0,3.0462687,-3.2488403
647,@1415796393357332483,0,train,0,3.0807676,-3.2876368
2623,@1421631779925016579,1,train,1,-2.7587235,3.0078704
3112,@1432023918378954761,0,train,0,3.0659058,-3.246548
1945,@1415484239156453386,0,train,0,3.0797935,-3.2686176
1669,@1480342338279186435,0,train,0,2.7405055,-2.8959801
1421,@1484204427007479808,0,train,0,3.0207818,-3.1973543
3420,@1418634422249828352,1,train,1,-2.7555943,2.9395564
3177,@1467910973684166659,0,train,0,3.0547378,-3.2522047
2706,@1428879526067585024,0,train,0,3.0799692,-3.28732
1331,@1453760195851603970,0,train,0,3.025253,-3.2171056
1847,@1490454733793988610,0,train,0,3.037145,-3.194835
1227,@1448708446472310794,0,train,0,3.06426,-3.238599
1588,@1461329392207028227,0,train,0,3.0257063,-3.1880884
312,@1416389534766538755,0,train,0,3.014838,-3.1753852
217,@1427524400606113797,0,train,0,3.0412679,-3.2292032
2008,@1439221583449628672,0,train,0,3.0163362,-3.2116072
1852,@1484913442704314547,1,train,1,-2.7077696,2.9330099
978,@1466731283976015873,1,train,1,-2.676461,2.9204476
996,@1423272625543995396,0,train,0,3.0773635,-3.2903895
2848,@1448150178062487552,1,train,1,-2.8100479,3.0686734
532,@1430089595459301381,0,train,0,3.058038,-3.2109382
852,@1425071724253569025,1,train,1,-2.8403828,3.0793192
820,@1438900985221378051,1,train,1,-2.522407,2.8113003
1289,@1415207125274533888,0,train,0,3.0142002,-3.2066453
2804,@1426528818030841863,0,train,0,3.0633907,-3.2312977
1702,@1456461448561954817,0,train,0,3.081169,-3.281836
2931,@1442923397088833536,1,train,1,-2.7671745,3.026123
1343,@1465730336894046211,0,train,0,3.0738952,-3.2796614
1825,@1423376688264749064,1,train,1,-2.7896087,3.0205643
2719,@1425094836156313600,0,train,0,3.0859175,-3.2942936
859,@1444685697378439169,0,train,0,3.0560813,-3.262533
3168,@1474336760490565633,0,train,0,3.0351906,-3.2293527
1123,@1428516923386564610,0,train,0,3.0532215,-3.2526796
950,@1475600352330215424,0,train,0,2.9805896,-3.2059314
2493,@1443585172331540480,0,train,0,3.0782716,-3.2778049
511,@1442521398191198208,1,train,1,-2.596567,2.845906
2160,@1433408999450361862,0,train,0,3.0746949,-3.225942
1887,@1443079941671854081,0,train,0,3.0610607,-3.2463374
834,@1486184563642560513,1,train,1,-2.8314831,3.076045
2913,@1473476077033074688,0,train,0,3.039968,-3.2361085
2534,@1429997898742251522,1,train,1,-2.769615,3.0307128
1388,@1467987509732859905,1,train,1,-2.1605134,2.3549635
870,@1437866532856553475,1,train,1,-2.745782,2.9956782
2927,@1445078485437976585,0,train,0,3.0035741,-3.1635036
944,@1413949605461565441,0,train,0,3.023584,-3.171438
111,@1460581185466232835,0,train,0,2.9914808,-3.1336768
1009,@1461069045151813640,0,train,0,3.0508313,-3.222795
862,@1425193989075087365,0,train,0,3.0841331,-3.2654426
420,@1451824478879731714,0,train,0,3.0817378,-3.2741127
1072,@1423065083433738240,0,train,0,3.0617282,-3.2187936
2731,@1453499635301969920,0,train,0,3.0553885,-3.2080142
135,@1478182127548178435,0,train,0,3.0644944,-3.2598693
3116,@1420789663439069184,0,train,0,3.101394,-3.2830384
1933,@1469421411877810176,0,train,0,3.079673,-3.255953
1606,@1474439079639109632,0,train,0,3.055573,-3.2148936
239,@1464555905798881283,1,train,1,-2.7607272,3.0197513
522,@1464635127481384961,0,train,0,3.0276597,-3.2105393
2045,@1494504458302234626,0,train,0,3.072776,-3.2273252
573,@1425081227300716546,0,train,0,3.063833,-3.227503
2940,@1458877525136916481,1,train,1,-2.837464,3.0837781
951,@1467861297693876225,1,train,1,-2.825152,3.0775416
2422,@1443320433407897605,0,train,0,3.0658832,-3.2201288
3187,@1435636174740197386,0,train,0,3.0676181,-3.279851
482,@1419741273569828864,0,train,0,3.0403008,-3.223255
1851,@1477931741914574850,0,train,0,3.0719254,-3.2637062
1321,@1456346817495552004,0,train,0,3.0236552,-3.2225628
13,@1411012993010343937,1,train,1,-2.8286827,3.0843136
1987,@1411633461509738496,0,train,0,3.0486734,-3.260877
1181,@1448244671864442887,0,train,0,3.0609453,-3.2498062
499,@1435639588031238144,0,train,0,3.0628238,-3.258268
1619,@1420512580402024448,0,train,0,3.0826287,-3.2820027
3046,@1436401709165813760,1,train,1,-2.778252,3.026162
3218,@1427894655752998915,0,train,0,2.9504704,-3.137017
3075,@1442673718694658048,1,train,1,-2.8000906,3.0522873
1949,@1480882275160047616,0,train,0,3.057734,-3.225602
2452,@1479185693465358343,0,train,0,3.0210793,-3.217641
2128,@1440509962703171591,0,train,0,3.0694392,-3.2560294
659,@1411019840987402241,0,train,0,3.026297,-3.2044337
1673,@1420289382972493839,0,train,0,3.056006,-3.2433298
211,@1411945526489063426,0,train,0,3.0317836,-3.2187216
3102,@1413517835993812992,0,train,0,3.0327458,-3.202596
1467,@1429958073393758212,1,train,1,-2.8167884,3.064346
2902,@1450902491382652938,0,train,0,3.0563085,-3.2402709
2250,@1426426081171722240,0,train,0,2.959012,-3.1556704
2029,@1418420922906726402,0,train,0,3.0738506,-3.2299435
883,@1419478195368202246,0,train,0,3.0100877,-3.1551974
1812,@1468615276547747842,1,train,1,-2.7801204,3.0321438
2003,@1417228148660490254,1,train,1,-2.837979,3.0812252
3059,@1412205005818404865,0,train,0,3.0652258,-3.2328303
1549,@1418583099235999744,0,train,0,3.0810297,-3.2375357
377,@1419522040332267521,0,train,0,3.0595992,-3.242072
365,@1424124839892332547,0,train,0,3.0791147,-3.2568681
300,@1423078395995463682,0,train,0,3.063498,-3.2401295
385,@1435658939236970500,0,train,0,3.0793126,-3.2586865
2366,@1454776547689345026,0,train,0,2.7418993,-2.8678603
2666,@1454022111954186242,1,train,1,-2.812012,3.066112
3472,@1412440716559650826,0,train,0,2.8610353,-3.075519
2129,@1445361986141888513,0,train,0,3.0173109,-3.2527463
1899,@1491308414873620481,0,train,0,3.070993,-3.2898676
1307,@1448222092189736961,1,train,1,-2.828195,3.0628538
124,@1483629247516364816,1,train,1,-2.6729462,2.9119813
1395,@1464080638185820161,0,train,0,2.9768584,-3.1286042
1886,@1498179707044769793,0,train,0,3.0788577,-3.275885
3107,@1449587751062413320,1,train,1,-2.8245118,3.0798283
197,@1433724033468674090,1,train,1,-2.7702181,3.010987
2728,@1456828032014897163,0,train,0,3.0605567,-3.2106726
2133,@1464840692040011777,0,train,0,3.0702765,-3.2450573
1645,@1427752094002466817,0,train,0,3.0797327,-3.2834432
3091,@1430153327635992583,0,train,0,3.0777936,-3.2648203
561,@1412873522884526085,0,train,0,3.0272806,-3.22174
2584,@1417859915725561859,0,train,0,3.043124,-3.1960804
3280,@1421229303388426243,1,train,1,-2.811624,3.033244
1355,@1442888257843433473,1,train,1,-2.7339091,2.9422495
2895,@1430162510271897606,0,train,0,3.0576427,-3.266245
2117,@1458466702992101378,1,train,1,-2.8090441,3.059888
2310,@1465439038719111178,0,train,0,3.0796998,-3.2522786
1067,@1475089039271342080,0,train,0,3.05389,-3.2420251
1102,@1453814030834061320,0,train,0,3.0429082,-3.2229886
2807,@1440757060505784332,0,train,0,2.9969568,-3.1723046
1492,@1450094757179502597,0,train,0,3.025624,-3.1666958
602,@1444804461566775299,0,train,0,3.0375845,-3.194137
671,@1494065279977988097,1,train,1,-2.7964303,3.0431578
3004,@1429217567839715330,0,train,0,3.075252,-3.228694
1536,@1422595816900886535,0,train,0,3.0602105,-3.2694442
2971,@1472211283067944962,0,train,0,2.9889047,-3.1616986
3122,@1429934020226256902,0,train,0,0.5498701,-0.41806725
1589,@1424175631151947777,0,train,0,3.055423,-3.1980116
1049,@1484400527026765825,0,train,0,3.0875738,-3.2627985
540,@1422911562789048327,0,train,0,3.055169,-3.2365713
2759,@1452656243382829056,1,train,1,-2.8154256,3.0586503
1165,@1418267940432998400,1,train,1,-2.8226807,3.0357153
3007,@1461033455551074305,0,train,0,2.9598577,-3.1114755
1741,@1410662042156081156,0,train,0,3.0640876,-3.2549784
69,@1437833963222052868,0,train,0,3.0898483,-3.2541602
2833,@1481628767432978435,0,train,0,3.0251276,-3.1943562
53,@1439478601028677635,0,train,0,3.0628836,-3.2403417
588,@1445186002369216514,1,train,1,-2.8219304,3.0769372
2564,@1483073135687749634,0,train,0,3.0531237,-3.2294948
2170,@1417121544875216897,0,train,0,2.9862218,-3.146954
653,@1430135983996116992,1,train,1,-2.8019817,3.0655155
1976,@1419048060437532676,1,train,1,-2.7390368,2.8911917
419,@1466082074134290433,0,train,0,3.0595841,-3.221862
2738,@1467758222274609152,0,train,0,3.0638294,-3.26297
3466,@1430861526769049601,0,train,0,3.065265,-3.234763
1738,@1424406435744600075,0,train,0,3.0360372,-3.2156594
3364,@1421142443655929863,0,train,0,3.0680277,-3.2564347
3207,@1483167049711038466,0,train,0,2.9590652,-3.0951169
114,@1427377127628804111,0,train,0,3.0318851,-3.2180352
2975,@1427983416000196613,0,train,0,3.0835233,-3.2987118
1060,@1439764245210550274,0,train,0,3.085112,-3.2747688
315,@1472273136553009153,0,train,0,3.040928,-3.191167
3151,@1417201732443156482,1,train,1,-2.7078397,3.0266395
1380,@1411385512087130114,0,train,0,2.9160874,-3.049205
2116,@1481223803913003008,0,train,0,3.0713212,-3.2429256
1612,@1465651866973388807,0,train,0,3.0655873,-3.2600644
2928,@1448653669453369361,0,train,0,3.0803387,-3.2678788
2056,@1427058467538456577,0,train,0,3.0742273,-3.2441804
2511,@1457571540791398402,0,train,0,3.0116599,-3.2368028
2743,@1479070662807666689,1,train,1,-2.8239315,3.0825174
2224,@1434139529426964480,0,train,0,3.0780396,-3.2664962
1529,@1439611754489671682,1,train,1,-2.6025653,2.848985
722,@1412664940666699778,1,train,1,-2.7614198,2.9920213
2454,@1439112213172834304,0,train,0,3.0730934,-3.2648718
478,@1491042875114729473,0,train,0,3.0800164,-3.28485
1337,@1420804355805097984,0,train,0,3.0748386,-3.2528777
2922,@1422359375620964354,1,train,1,-2.8263223,3.0537984
2013,@1418333297822760962,0,train,0,3.031192,-3.2076018
38,@1476437477711912961,0,train,0,3.015162,-3.1884115
168,@1413212044858380294,0,train,0,3.0733225,-3.2928164
157,@1435652490951860224,0,train,0,3.083658,-3.2767897
2939,@1445115457258860555,0,train,0,3.0764153,-3.2677448
2267,@1468890343349358606,0,train,0,3.0222862,-3.1815712
2878,@1455552511318708225,0,train,0,3.0358574,-3.230465
356,@1422974913489608709,0,train,0,3.074726,-3.221926
2915,@1432289215367327749,0,train,0,3.087716,-3.2838924
1996,@1412289025549996036,0,train,0,3.0381691,-3.2398098
2608,@1417112472595619841,0,train,0,3.046569,-3.2374816
2758,@1485279769398808581,1,train,1,-2.2811208,2.4912832
2507,@1446357329826492427,0,train,0,3.014417,-3.2099955
906,@1474391445171757058,1,train,1,-2.7011533,2.9126935
1053,@1417492186581639173,1,train,1,-2.8496637,3.0804503
2417,@1451236609697927168,0,train,0,3.072129,-3.2554593
232,@1493607953571758082,0,train,0,3.08199,-3.2580235
2221,@1471872714226880513,0,train,0,3.0601664,-3.2367196
1682,@1414921173821890562,0,train,0,2.763355,-2.9987566
844,@1433984746200055808,1,train,1,-2.7865584,3.0525935
2372,@1430026770087096321,0,train,0,3.0508754,-3.2012246
2791,@1491366913393700864,1,train,1,-2.7645063,3.0049183
679,@1469188230645903364,0,train,0,3.0816925,-3.2770305
889,@1432754169631358980,1,train,1,-2.7630494,2.9977543
2269,@1417203226462543876,0,train,0,3.0468023,-3.2092755
725,@1481730980293623810,1,train,1,-2.8189752,3.075282
2800,@1449596798532612103,0,train,0,3.0831726,-3.258691
2021,@1476006397997375489,0,train,0,3.070193,-3.2846763
2047,@1420081950887383045,0,train,0,3.0693295,-3.2394984
905,@1439042667191705600,0,train,0,2.9656496,-3.1181529
2147,@1449039372616093707,1,train,1,-2.7160757,2.9500883
3016,@1414132509881905153,0,train,0,3.0664115,-3.2494943
896,@1421402431645261825,0,train,0,2.9962068,-3.1862953
2359,@1435656522571395072,0,train,0,3.0787566,-3.2429721
1872,@1450942128872427522,0,train,0,3.0861933,-3.2678716
2859,@1450269769832226816,0,train,0,3.069401,-3.2574313
2697,@1416928217571729409,0,train,0,3.0232468,-3.1672423
3316,@1473434413933510656,0,train,0,2.8584049,-3.0300517
744,@1422204335774183425,0,train,0,3.0648227,-3.2662952
2119,@1450682454394638337,1,train,1,-2.8241065,3.0796342
1439,@1432374509944950798,1,train,1,-2.7726946,3.025967
148,@1439410200310583296,0,train,0,3.0902336,-3.2974916
698,@1472266561578745863,0,train,0,3.0885656,-3.2701106
2894,@1432383192212787202,0,train,0,3.0446517,-3.218274
2583,@1416745539702460419,0,train,0,3.0347223,-3.1891303
758,@1418518535479824389,1,train,1,-2.8202446,3.0639246
393,@1435807980457537538,0,train,0,2.9118373,-3.0462682
2781,@1437775936087367682,1,train,1,-2.7876065,3.0457478
2097,@1486942490620055553,0,train,0,3.0724323,-3.281577
3037,@1439248380073594883,0,train,0,3.0671957,-3.2409048
806,@1418109429497483268,0,train,0,3.09141,-3.2713606
2870,@1453758749798244353,0,train,0,2.9866273,-3.1421597
3229,@1418458061518163969,0,train,0,3.0695868,-3.2650437
1021,@1420547775700213763,1,train,1,-2.7902546,3.0317643
1903,@1477504916113350656,0,train,0,3.082092,-3.299953
203,@1466102609232777222,1,train,1,-2.7911723,3.0442815
1993,@1422249429952835584,0,train,0,3.0756295,-3.2808158
2445,@1426828871962222599,0,train,0,3.0638595,-3.2250922
1471,@1432373780605636610,1,train,1,-2.8359468,3.0729818
967,@1421958252745658371,0,train,0,3.057605,-3.256014
206,@1478063833046560769,0,train,0,3.0607712,-3.2547438
805,@1412590055613419527,0,train,0,2.8992245,-3.108537
734,@1428082574954573828,1,train,1,-2.741437,3.0285668
2300,@1497269895980933123,1,train,1,-2.794563,3.042742
1251,@1422350053398781966,0,train,0,3.0736024,-3.2737415
2906,@1463194347659272197,0,train,0,3.0813544,-3.2527516
2154,@1436395524056289304,1,train,1,-2.7637348,3.0193567
2420,@1476577275529162752,0,train,0,3.0722096,-3.2700303
2087,@1461516339709980672,0,train,0,3.0884926,-3.2669692
2057,@1417435955762401283,0,train,0,3.0405562,-3.198147
571,@1487341074183966720,0,train,0,3.029048,-3.250316
2253,@1420909373430276104,1,train,1,-2.8476663,3.0648496
929,@1468219335969841162,0,train,0,3.075538,-3.2789967
2713,@1470761750043807745,1,train,1,-2.788439,3.0600736
1054,@1426137222437277700,0,train,0,3.051848,-3.2237914
3407,@1470484226290114561,0,train,0,3.092891,-3.2675068
3081,@1442752847825747968,0,train,0,3.0399084,-3.2143612
1351,@1417171642673995777,1,train,1,-2.781255,3.0115373
1766,@1420667550317219840,0,train,0,3.0559332,-3.2523496
2644,@1461439482117472263,1,train,1,-2.8372848,3.083265
181,@1471240408403521541,0,train,0,3.0628555,-3.218422
2071,@1464243805155168265,0,train,0,3.0527956,-3.259467
1546,@1413898785906909186,0,train,0,3.0586736,-3.217027
3250,@1464395991386370058,0,train,0,3.0706532,-3.2411077
2730,@1489176846629421057,0,train,0,2.902465,-3.0311377
2371,@1431954139261644803,0,train,0,2.9718802,-3.0838702
1631,@1493579359940231173,1,train,1,-2.7951689,3.0374548
3064,@1421278185946292228,1,train,1,-2.6289499,2.953417
1244,@1466048830902726660,1,train,1,-2.754275,3.0188415
147,@1485952149322448896,1,train,1,-2.7888658,3.045468
295,@1413088285409300482,0,train,0,2.989373,-3.1861126
258,@1434174507711827976,0,train,0,3.081116,-3.268532
1364,@1447329419949842436,0,train,0,3.0573175,-3.2349737
270,@1419629618336649220,0,train,0,2.9574687,-3.1603816
2476,@1455682556486115330,0,train,0,3.053798,-3.2256267
3413,@1484549215816663050,1,train,1,-2.8006094,3.0508425
2663,@1455168509797875712,1,train,1,-2.8065326,3.0169675
1896,@1410548599914704902,0,train,0,3.0271695,-3.239979
682,@1430253280844787713,0,train,0,3.0539854,-3.2458568
2889,@1422198013515157505,0,train,0,3.0362413,-3.2271059
1371,@1427739629554372608,1,train,1,-2.803573,3.0565157
159,@1433884828324270088,1,train,1,-2.790997,3.0460956
3196,@1437874615699836930,0,train,0,3.0584397,-3.1988542
1042,@1441570244531736576,0,train,0,3.0437586,-3.2142565
937,@1458676997819973633,1,train,1,-2.8104422,3.0672407
2430,@1459915219132682249,0,train,0,3.0833216,-3.2760487
2570,@1451218181704626176,1,train,1,-2.738209,2.9947817
3251,@1477354057039810563,1,train,1,-2.824412,3.0838192
2376,@1450870282504310788,1,train,1,-2.8183918,3.0646412
1534,@1427143137365925893,0,train,0,3.072796,-3.2334766
3140,@1454895550726299648,1,train,1,-2.764794,3.0134895
2814,@1423767841489264641,0,train,0,3.0222852,-3.186115
3142,@1488996711091425280,0,train,0,3.0564497,-3.221059
3030,@1424479034855944192,0,train,0,3.032758,-3.214233
267,@1466288012107534341,1,train,1,-2.7965772,3.0500233
305,@1494043726846443520,1,train,1,-2.7827866,3.0318348
2984,@1482121608659718150,1,train,1,-2.81204,3.069644
3156,@1488232775786409984,1,train,1,-2.7548418,3.0059042
2909,@1477492113830993922,0,train,0,3.073214,-3.1878617
22,@1467317563021479940,0,train,0,3.0847316,-3.2473378
322,@1432024579912970245,0,train,0,3.0813453,-3.2809792
2399,@1486733243961520128,0,train,0,3.0856395,-3.2978613
417,@1416747099668946945,0,train,0,2.8673084,-3.0015337
1360,@1426747243814477831,0,train,0,3.0356648,-3.2244136
3132,@1432580421435396096,1,train,1,-2.8113053,3.0486414
2557,@1418528533689864193,0,train,0,3.0182333,-3.1782758
3127,@1465439171628175363,0,train,0,3.0666647,-3.2148058
319,@1420846853302616064,0,train,0,3.075576,-3.276983
1226,@1424694918312779776,0,train,0,3.0029235,-3.149879
327,@1421102105385914376,0,train,0,3.0520532,-3.2120013
3263,@1459254514452766723,0,train,0,3.0756116,-3.230731
1460,@1428620844696211460,1,train,1,-2.8227162,3.0692112
1599,@1435454274033573891,0,train,0,3.076217,-3.2694106
2090,@1430671744457601025,0,train,0,2.625105,-2.8354332
2083,@1438659582000312321,0,train,0,3.0818636,-3.2694592
1269,@1463165492512886788,0,train,0,3.0900705,-3.2772887
2747,@1438532016627138563,0,train,0,3.0728781,-3.2447813
366,@1415876566333091840,0,train,0,3.0703971,-3.2377965
1256,@1459565076575313924,0,train,0,2.2740922,-2.4263551
3455,@1422815238542479360,0,train,0,3.0434372,-3.250212
2589,@1466265944066453506,0,train,0,3.0455165,-3.204843
96,@1420136603964616706,0,train,0,3.077459,-3.2348955
2461,@1411998988358668295,0,train,0,3.0638769,-3.2779362
1179,@1454734090591162369,0,train,0,3.0774562,-3.265447
1274,@1455076144940683265,1,train,1,-2.7794874,3.05115
780,@1443311131209068545,1,train,1,-2.8514397,3.045147
1478,@1469444135702704130,0,train,0,3.0855694,-3.2568486
3070,@1441094928923181064,1,train,1,-2.7840726,3.039081
1842,@1421869638544154624,1,train,1,-2.7506855,3.019758
2339,@1472898781842657282,1,train,1,-2.7835402,3.0159776
1299,@1489992826154676224,0,train,0,3.0808241,-3.2634335
1632,@1488186193019871241,0,train,0,3.0731568,-3.2621894
3386,@1474544664648855558,0,train,0,3.0471714,-3.2213461
2754,@1493543180054278144,1,train,1,-2.4318674,2.7348125
2319,@1421720810465628161,0,train,0,3.012112,-3.1455667
113,@1447010836124405763,1,train,1,-2.8013911,3.0555696
3375,@1427336571720650774,1,train,1,-2.8167732,3.073219
1055,@1436975514317643778,1,train,1,-2.7696044,3.0192664
3022,@1430691756534898691,0,train,0,2.9240305,-3.1195838
1253,@1424406686182383626,0,train,0,3.047942,-3.2275257
592,@1431310169934282755,0,train,0,3.042214,-3.2256057
3226,@1421098979698384904,1,train,1,-2.7913964,3.048794
2911,@1430452705928024070,0,train,0,3.094459,-3.283492
2598,@1442577772854054916,0,train,0,3.0758212,-3.2592309
3284,@1483272286916554757,0,train,0,3.0667057,-3.2412417
807,@1423636196350177289,0,train,0,2.9874487,-3.1477249
58,@1426314714821373961,0,train,0,2.8543737,-2.9682047
2960,@1450434469790425094,1,train,1,-2.7289875,2.9608982
3249,@1423631814992748549,1,train,1,-2.8321664,3.073766
1139,@1448891391531106308,0,train,0,3.049575,-3.2089155
3352,@1476722862530576384,0,train,0,3.050638,-3.2681947
490,@1429426960053194752,0,train,0,3.040633,-3.2422967
1398,@1429958632251219971,1,train,1,-2.823356,3.0852172
